Day,Ad name,Amount spent (USD),Results,Impressions,Link clicks,3-second video plays,Purchases conversion value,Video average play time,Video plays at 75%,Video plays,Preview link,Reporting starts,Reporting ends,Account Name,Creative Type,Hook,Creative Name
2025-08-18,Ad - AEF FB Video 70 V2,14.42,,691,4.0,203.0,,4.0,22.0,639.0,https://www.facebook.com/?feed_demo_ad=120218378355200595&h=AQCxzGkwqrMNVusBI_Y,2025-08-18,2025-08-18,AEF,Video,2,Video 70
2025-08-12,Ad - AEF FB Image 81 - V23,14.25,1.0,762,33.0,,51.87,,,,https://www.facebook.com/?feed_demo_ad=120235309548510595&h=AQAmebZRJI5_J4LFCNw,2025-08-12,2025-08-12,AEF,Image,23,Image 81
2025-08-18,Ad - AEF FB Video 54 V3,14.11,,409,14.0,78.0,,3.0,25.0,375.0,https://www.facebook.com/?feed_demo_ad=120236229479680595&h=AQBilv2ygr_D406QHFY,2025-08-18,2025-08-18,AEF,Video,3,Video 54
2025-08-18,Ad - AEF FB Image 77 - V21,14.01,,575,17.0,,,,,,https://www.facebook.com/?feed_demo_ad=120236229021790595&h=AQC8OrkJbUa-W239ngA,2025-08-18,2025-08-18,AEF,Image,21,Image 77
2025-08-18,Ad - AEF FB Image 72 - V21,13.92,,524,12.0,,,,,,https://www.facebook.com/?feed_demo_ad=120236229109800595&h=AQBn12pAkXKtEAUCKSk,2025-08-18,2025-08-18,AEF,Image,21,Image 72
2025-08-18,Ad - AEF FB Image 83 - V18,13.87,,564,11.0,,,,,,https://www.facebook.com/?feed_demo_ad=120236229218510595&h=AQCh5KAp8_PiiXwssZs,2025-08-18,2025-08-18,AEF,Image,18,Image 83
2025-08-15,Ad - AEF FB Video 65 V1,13.82,,409,3.0,63.0,,3.0,2.0,281.0,https://www.facebook.com/?feed_demo_ad=120217489520700595&h=AQCu8of9TIiqq8V6IE0,2025-08-15,2025-08-15,AEF,Video,1,Video 65
2025-08-13,Ad - AEF FB Video 90 V00,13.02,1.0,682,4.0,200.0,21.0,3.0,7.0,598.0,https://www.facebook.com/?feed_demo_ad=120235675213060595&h=AQDqX_ZbNoPuvNq4SxE,2025-08-13,2025-08-13,AEF,Video,00,Video 90
2025-08-13,Ad - AEF FB Image 40 - V14,12.6,1.0,275,2.0,,37.82,,,,https://www.facebook.com/?feed_demo_ad=120224929953370595&h=AQDx5TjNtZU4aXTN1eg,2025-08-13,2025-08-13,AEF,Image,14,Image 40
2025-08-15,Ad - AEF FB Video 88 V1,12.59,,522,4.0,91.0,,3.0,18.0,501.0,https://www.facebook.com/?feed_demo_ad=120233552445470595&h=AQDDHLztgKx_-GztFCc,2025-08-15,2025-08-15,AEF,Video,1,Video 88
2025-08-14,Ad - AEF FB Video 84 V1,12.26,,264,4.0,37.0,,3.0,4.0,205.0,https://www.facebook.com/?feed_demo_ad=120230051289650595&h=AQCL_jMnUhZre3fhORM,2025-08-14,2025-08-14,AEF,Video,1,Video 84
2025-08-15,Ad - AEF FB Video 87 V2,11.92,1.0,340,4.0,84.0,4.1,3.0,5.0,272.0,https://www.facebook.com/?feed_demo_ad=120232557465630595&h=AQAO-3CSg5mTZO9Ao2Q,2025-08-15,2025-08-15,AEF,Video,2,Video 87
2025-08-15,Ad - AEF FB Video 71 V1,11.52,,456,1.0,64.0,,2.0,11.0,439.0,https://www.facebook.com/?feed_demo_ad=120218713470920595&h=AQC8_NiqmW-9m3oShy8,2025-08-15,2025-08-15,AEF,Video,1,Video 71
2025-08-18,Ad - AEF FB Image 62 - V21,11.51,,586,5.0,,,,,,https://www.facebook.com/?feed_demo_ad=120230579213380595&h=AQD_LhEMMTAgDJmkG_Q,2025-08-18,2025-08-18,AEF,Image,21,Image 62
2025-08-13,Ad - AEF FB Video 87 V5,11.49,,303,6.0,54.0,,4.0,12.0,274.0,https://www.facebook.com/?feed_demo_ad=120232557465590595&h=AQBiCUMrRn7ap7QJUMs,2025-08-13,2025-08-13,AEF,Video,5,Video 87
2025-08-18,Ad - AEF FB Image 81 - V23,11.42,,573,3.0,,,,,,https://www.facebook.com/?feed_demo_ad=120235309548510595&h=AQAmebZRJI5_J4LFCNw,2025-08-18,2025-08-18,AEF,Image,23,Image 81
2025-08-15,Ad - AEF FB Video 87 V1,11.26,,279,1.0,38.0,,3.0,2.0,217.0,https://www.facebook.com/?feed_demo_ad=120232557465540595&h=AQDDqzi-r0_WpjWxK5A,2025-08-15,2025-08-15,AEF,Video,1,Video 87
2025-08-14,Ad - AEF FB Video 88 V5,11.24,,592,2.0,79.0,,4.0,17.0,578.0,https://www.facebook.com/?feed_demo_ad=120233552445550595&h=AQBa3c3aVzNQW2A2Utk,2025-08-14,2025-08-14,AEF,Video,5,Video 88
2025-08-18,Ad - AEF FB Video 65 V1,11.09,1.0,278,7.0,39.0,3.0,2.0,4.0,216.0,https://www.facebook.com/?feed_demo_ad=120217489520700595&h=AQCu8of9TIiqq8V6IE0,2025-08-18,2025-08-18,AEF,Video,1,Video 65
2025-08-15,Ad - AEF FB Video 88 V5,10.77,,563,7.0,85.0,,2.0,12.0,551.0,https://www.facebook.com/?feed_demo_ad=120233552445550595&h=AQBa3c3aVzNQW2A2Utk,2025-08-15,2025-08-15,AEF,Video,5,Video 88
2025-08-13,Ad - AEF FB Video 75 V00,10.46,1.0,367,6.0,80.0,33.0,3.0,9.0,361.0,https://www.facebook.com/?feed_demo_ad=120220006878810595&h=AQDfAf6HMcDaDjDsnvk,2025-08-13,2025-08-13,AEF,Video,00,Video 75
2025-08-13,Ad - AEF FB Video 65 V1,10.43,,396,10.0,68.0,,3.0,5.0,268.0,https://www.facebook.com/?feed_demo_ad=120217489520700595&h=AQCu8of9TIiqq8V6IE0,2025-08-13,2025-08-13,AEF,Video,1,Video 65
2025-08-14,Ad - AEF FB Image 74 - V21,10.34,,549,4.0,,,,,,https://www.facebook.com/?feed_demo_ad=120232562389250595&h=AQAQU4Q73cThn1H64LY,2025-08-14,2025-08-14,AEF,Image,21,Image 74
2025-08-14,Ad - AEF FB Video 85 V5,10.04,,339,6.0,83.0,,5.0,9.0,325.0,https://www.facebook.com/?feed_demo_ad=120230995263380595&h=AQCLRBAeq55Cetez1io,2025-08-14,2025-08-14,AEF,Video,5,Video 85
2025-08-15,Ad - AEF FB Video 83 V4,10.02,,276,3.0,44.0,,3.0,6.0,238.0,https://www.facebook.com/?feed_demo_ad=120229565780330595&h=AQAd-L2OKRIlODBWuvI,2025-08-15,2025-08-15,AEF,Video,4,Video 83
2025-08-18,Ad - AEF FB Video 69 V1,9.94,,187,1.0,33.0,,2.0,2.0,151.0,https://www.facebook.com/?feed_demo_ad=120218111850700595&h=AQC-VGlUSCvW-eXGOhk,2025-08-18,2025-08-18,AEF,Video,1,Video 69
2025-08-14,Ad - AEF FB Video 87 V2,9.8,,348,2.0,109.0,,4.0,4.0,304.0,https://www.facebook.com/?feed_demo_ad=120232557465630595&h=AQAO-3CSg5mTZO9Ao2Q,2025-08-14,2025-08-14,AEF,Video,2,Video 87
2025-08-14,Ad - AEF FB Image 69 - V21,9.51,,470,3.0,,,,,,https://www.facebook.com/?feed_demo_ad=120231563760750595&h=AQCn6JT9XmMwZ22mSbI,2025-08-14,2025-08-14,AEF,Image,21,Image 69
2025-08-12,Ad - AEF FB RM Image 11 - V14,8.94,,424,5.0,,,,,,https://www.facebook.com/?feed_demo_ad=120233317704090595&h=AQDPTvytQUatuxLnL9A,2025-08-12,2025-08-12,AEF,Image,14,Image 11
2025-08-18,Ad - AEF FB Image 39 - V14,8.75,,173,3.0,,,,,,https://www.facebook.com/?feed_demo_ad=120222692061430595&h=AQBBV891sVKPQ-3e5Yk,2025-08-18,2025-08-18,AEF,Image,14,Image 39
2025-08-18,Ad - AEF FB Video 69 V2,8.7,,349,6.0,62.0,,2.0,,304.0,https://www.facebook.com/?feed_demo_ad=120218111850710595&h=AQC5d1S0GZjNbkBOHrk,2025-08-18,2025-08-18,AEF,Video,2,Video 69
2025-08-15,Ad - AEF FB Video 83 V6,8.61,1.0,226,3.0,40.0,4.05,3.0,5.0,188.0,https://www.facebook.com/?feed_demo_ad=120229565780310595&h=AQDkrdK_bFvsZdeBBBI,2025-08-15,2025-08-15,AEF,Video,6,Video 83
2025-08-15,Ad - AEF FB Image 81 - V23,8.47,,423,5.0,,,,,,https://www.facebook.com/?feed_demo_ad=120235309548510595&h=AQAmebZRJI5_J4LFCNw,2025-08-15,2025-08-15,AEF,Image,23,Image 81
2025-08-18,Ad - AEF FB Video 88 V6,8.24,1.0,418,4.0,68.0,47.83,3.0,16.0,408.0,https://www.facebook.com/?feed_demo_ad=120233552445520595&h=AQAePHgkuqVp_WtctNc,2025-08-18,2025-08-18,AEF,Video,6,Video 88
2025-08-18,Ad - AEF FB Video 77 V2,8.18,,292,2.0,66.0,,4.0,13.0,288.0,https://www.facebook.com/?feed_demo_ad=120221877998040595&h=AQCCF_hwnHDgGBakUoI,2025-08-18,2025-08-18,AEF,Video,2,Video 77
2025-08-18,Ad - AEF FB Video 71 V1,8.16,1.0,447,5.0,71.0,8.0,2.0,12.0,435.0,https://www.facebook.com/?feed_demo_ad=120218713470920595&h=AQC8_NiqmW-9m3oShy8,2025-08-18,2025-08-18,AEF,Video,1,Video 71
2025-08-14,Ad - AEF FB Video 70 V2,7.91,,368,6.0,102.0,,3.0,13.0,357.0,https://www.facebook.com/?feed_demo_ad=120218378355200595&h=AQCxzGkwqrMNVusBI_Y,2025-08-14,2025-08-14,AEF,Video,2,Video 70
2025-08-13,Ad - AEF FB Image 74 - V21,7.34,,389,2.0,,,,,,https://www.facebook.com/?feed_demo_ad=120232562389250595&h=AQAQU4Q73cThn1H64LY,2025-08-13,2025-08-13,AEF,Image,21,Image 74
2025-08-14,Ad - AEF FB Video 75 V00,7.31,1.0,201,2.0,50.0,3.5,3.0,7.0,190.0,https://www.facebook.com/?feed_demo_ad=120220006878810595&h=AQDfAf6HMcDaDjDsnvk,2025-08-14,2025-08-14,AEF,Video,00,Video 75
2025-08-14,Ad - AEF FB Video 85 V4,7.3,,216,1.0,48.0,,3.0,2.0,193.0,https://www.facebook.com/?feed_demo_ad=120230995263390595&h=AQDvXZT-WTX8cPe3sVs,2025-08-14,2025-08-14,AEF,Video,4,Video 85
2025-08-14,Ad - AEF FB Image 75 - V14,7.11,,197,3.0,,,,,,https://www.facebook.com/?feed_demo_ad=120233942123670595&h=AQD8VqDqbre6fyPQtOc,2025-08-14,2025-08-14,AEF,Image,14,Image 75
2025-08-12,Ad - AEF FB Video 87 V6,6.9,1.0,163,3.0,35.0,11.0,4.0,3.0,138.0,https://www.facebook.com/?feed_demo_ad=120232557465610595&h=AQCEhau5OmSfwFlN-Wc,2025-08-12,2025-08-12,AEF,Video,6,Video 87
2025-08-15,Ad - AEF FB Video 88 V6,6.77,1.0,297,2.0,43.0,20.0,2.0,1.0,290.0,https://www.facebook.com/?feed_demo_ad=120233552445520595&h=AQAePHgkuqVp_WtctNc,2025-08-15,2025-08-15,AEF,Video,6,Video 88
2025-08-12,Ad - AEF FB RM Image 2 - V16,6.4,,425,2.0,,,,,,https://www.facebook.com/?feed_demo_ad=120224469755700595&h=AQDY-NdG7V8SztMZb34,2025-08-12,2025-08-12,AEF,Image,16,Image 2
2025-08-18,Ad - AEF FB Video 87 V1,6.25,,127,1.0,21.0,,2.0,,102.0,https://www.facebook.com/?feed_demo_ad=120232557465540595&h=AQDDqzi-r0_WpjWxK5A,2025-08-18,2025-08-18,AEF,Video,1,Video 87
2025-08-18,Ad - AEF FB Image 69 - V21,6.15,,252,,,,,,,https://www.facebook.com/?feed_demo_ad=120231563760750595&h=AQCn6JT9XmMwZ22mSbI,2025-08-18,2025-08-18,AEF,Image,21,Image 69
2025-08-12,Ad - AEF FB Video 87 V5,6.14,,108,3.0,31.0,,6.0,5.0,98.0,https://www.facebook.com/?feed_demo_ad=120232557465590595&h=AQBiCUMrRn7ap7QJUMs,2025-08-12,2025-08-12,AEF,Video,5,Video 87
2025-08-18,Ad - AEF FB Video 86 V2,6.09,,246,6.0,73.0,,4.0,13.0,187.0,https://www.facebook.com/?feed_demo_ad=120236229321280595&h=AQDN9w0kw_iigMsRbw8,2025-08-18,2025-08-18,AEF,Video,2,Video 86
2025-08-14,Ad - AEF FB RM Image 2 - V16,5.91,,382,5.0,,,,,,https://www.facebook.com/?feed_demo_ad=120224469755700595&h=AQDY-NdG7V8SztMZb34,2025-08-14,2025-08-14,AEF,Image,16,Image 2
2025-08-14,Ad - AEF FB Video 69 V1,5.7,,88,1.0,13.0,,3.0,1.0,67.0,https://www.facebook.com/?feed_demo_ad=120218111850700595&h=AQC-VGlUSCvW-eXGOhk,2025-08-14,2025-08-14,AEF,Video,1,Video 69
2025-08-15,Ad - AEF FB Image 69 - V21,5.69,,247,3.0,,,,,,https://www.facebook.com/?feed_demo_ad=120231563760750595&h=AQCn6JT9XmMwZ22mSbI,2025-08-15,2025-08-15,AEF,Image,21,Image 69
2025-08-13,Ad - AEF FB Video 87 V6,5.53,,174,3.0,52.0,,6.0,5.0,148.0,https://www.facebook.com/?feed_demo_ad=120232557465610595&h=AQCEhau5OmSfwFlN-Wc,2025-08-13,2025-08-13,AEF,Video,6,Video 87
2025-08-15,Ad - AEF FB Video 87 V5,5.49,,134,1.0,21.0,,2.0,,113.0,https://www.facebook.com/?feed_demo_ad=120232557465590595&h=AQBiCUMrRn7ap7QJUMs,2025-08-15,2025-08-15,AEF,Video,5,Video 87
2025-08-15,Ad - AEF FB Video 75 V00,5.26,,165,2.0,49.0,,3.0,5.0,162.0,https://www.facebook.com/?feed_demo_ad=120220006878810595&h=AQDfAf6HMcDaDjDsnvk,2025-08-15,2025-08-15,AEF,Video,00,Video 75
2025-08-14,Ad - AEF FB Video 83 V4,5.01,,148,1.0,21.0,,2.0,1.0,123.0,https://www.facebook.com/?feed_demo_ad=120229565780330595&h=AQAd-L2OKRIlODBWuvI,2025-08-14,2025-08-14,AEF,Video,4,Video 83
2025-08-18,Ad - AEF FB Video 89 V00,4.77,,174,3.0,29.0,,4.0,4.0,148.0,https://www.facebook.com/?feed_demo_ad=120234565341150595&h=AQBu-EHg1SGSJAdmBMc,2025-08-18,2025-08-18,AEF,Video,00,Video 89
2025-08-18,Ad - AEF FB Image 79 - V24,4.48,,197,1.0,,,,,,https://www.facebook.com/?feed_demo_ad=120233942123590595&h=AQC8q3wgbBLjL6TTlH8,2025-08-18,2025-08-18,AEF,Image,24,Image 79
2025-08-15,Ad - AEF FB Video 85 V5,4.4,,131,1.0,28.0,,2.0,,119.0,https://www.facebook.com/?feed_demo_ad=120230995263380595&h=AQCLRBAeq55Cetez1io,2025-08-15,2025-08-15,AEF,Video,5,Video 85
2025-08-15,Ad - AEF FB Video 88 V2,4.39,,213,2.0,43.0,,3.0,10.0,207.0,https://www.facebook.com/?feed_demo_ad=120233552445560595&h=AQDIVHXI_VqvmqxKzAU,2025-08-15,2025-08-15,AEF,Video,2,Video 88
2025-08-15,Ad - AEF FB Video 90 V3,4.37,,238,,56.0,,3.0,3.0,213.0,https://www.facebook.com/?feed_demo_ad=120235675213030595&h=AQCRn85LBCzHxCVGdGg,2025-08-15,2025-08-15,AEF,Video,3,Video 90
2025-08-15,Ad - AEF FB Video 86 V5,4.2,,197,2.0,36.0,,3.0,11.0,195.0,https://www.facebook.com/?feed_demo_ad=120232135856340595&h=AQBB9x6Gwp0Kd1h-Oko,2025-08-15,2025-08-15,AEF,Video,5,Video 86
2025-08-14,Ad - AEF FB Image 40 - V14,3.67,,82,2.0,,,,,,https://www.facebook.com/?feed_demo_ad=120224929953370595&h=AQDx5TjNtZU4aXTN1eg,2025-08-14,2025-08-14,AEF,Image,14,Image 40
2025-08-12,Ad - AEF FB Image 75 - V14,3.58,1.0,73,2.0,,3.25,,,,https://www.facebook.com/?feed_demo_ad=120233942123670595&h=AQD8VqDqbre6fyPQtOc,2025-08-12,2025-08-12,AEF,Image,14,Image 75
2025-08-14,Ad - AEF FB Video 90 V2,3.18,,142,,28.0,,2.0,1.0,140.0,https://www.facebook.com/?feed_demo_ad=120235675213020595&h=AQCHJEbVVrrxUIMj1dA,2025-08-14,2025-08-14,AEF,Video,2,Video 90
2025-08-15,Ad - AEF FB Video 90 V1,2.78,,88,,16.0,,2.0,1.0,85.0,https://www.facebook.com/?feed_demo_ad=120235675212980595&h=AQDKdXu2oESod5ZLtZk,2025-08-15,2025-08-15,AEF,Video,1,Video 90
2025-08-18,Ad - AEF FB Video 87 V5,2.7,,92,2.0,13.0,,2.0,1.0,80.0,https://www.facebook.com/?feed_demo_ad=120232557465590595&h=AQBiCUMrRn7ap7QJUMs,2025-08-18,2025-08-18,AEF,Video,5,Video 87
2025-08-13,Ad - AEF FB Video 70 V1,2.64,,111,2.0,34.0,,5.0,7.0,109.0,https://www.facebook.com/?feed_demo_ad=120218378355180595&h=AQCZhyGlmIUcjJIQFvE,2025-08-13,2025-08-13,AEF,Video,1,Video 70
2025-08-15,Ad - AEF FB Video 87 V6,2.49,,78,,16.0,,2.0,,72.0,https://www.facebook.com/?feed_demo_ad=120232557465610595&h=AQCEhau5OmSfwFlN-Wc,2025-08-15,2025-08-15,AEF,Video,6,Video 87
2025-08-14,Ad - AEF FB Video 87 V5,2.37,,69,3.0,16.0,,4.0,,61.0,https://www.facebook.com/?feed_demo_ad=120232557465590595&h=AQBiCUMrRn7ap7QJUMs,2025-08-14,2025-08-14,AEF,Video,5,Video 87
2025-08-14,Ad - AEF FB Video 87 V6,2.37,,51,,5.0,,3.0,1.0,42.0,https://www.facebook.com/?feed_demo_ad=120232557465610595&h=AQCEhau5OmSfwFlN-Wc,2025-08-14,2025-08-14,AEF,Video,6,Video 87
2025-08-14,Ad - AEF FB Video 65 V1,2.23,,94,,20.0,,2.0,1.0,76.0,https://www.facebook.com/?feed_demo_ad=120217489520700595&h=AQCu8of9TIiqq8V6IE0,2025-08-14,2025-08-14,AEF,Video,1,Video 65
2025-08-13,Ad - AEF FB Video 90 V3,1.57,,77,6.0,30.0,,8.0,9.0,72.0,https://www.facebook.com/?feed_demo_ad=120235675213030595&h=AQCRn85LBCzHxCVGdGg,2025-08-13,2025-08-13,AEF,Video,3,Video 90
2025-08-15,Ad - AEF FB Image 75 - V14,1.55,,47,,,,,,,https://www.facebook.com/?feed_demo_ad=120233942123670595&h=AQD8VqDqbre6fyPQtOc,2025-08-15,2025-08-15,AEF,Image,14,Image 75
2025-08-18,Ad - AEF FB Video 85 V5,1.54,,76,,19.0,,3.0,1.0,63.0,https://www.facebook.com/?feed_demo_ad=120230995263380595&h=AQCLRBAeq55Cetez1io,2025-08-18,2025-08-18,AEF,Video,5,Video 85
2025-08-18,Ad - AEF FB Video 87 V6,1.43,,51,1.0,11.0,,2.0,,45.0,https://www.facebook.com/?feed_demo_ad=120232557465610595&h=AQCEhau5OmSfwFlN-Wc,2025-08-18,2025-08-18,AEF,Video,6,Video 87
2025-08-14,Ad - AEF FB Video 90 V3,1.42,,77,2.0,15.0,,3.0,3.0,74.0,https://www.facebook.com/?feed_demo_ad=120235675213030595&h=AQCRn85LBCzHxCVGdGg,2025-08-14,2025-08-14,AEF,Video,3,Video 90
2025-08-15,Ad - AEF FB Video 70 V1,1.39,,28,,7.0,,3.0,,27.0,https://www.facebook.com/?feed_demo_ad=120218378500480595&h=AQArBpDZmf263MgbeaA,2025-08-15,2025-08-15,AEF,Video,1,Video 70
2025-08-18,Ad - AEF FB Image 40 - V14,1.38,,16,,,,,,,https://www.facebook.com/?feed_demo_ad=120224929953370595&h=AQDx5TjNtZU4aXTN1eg,2025-08-18,2025-08-18,AEF,Image,14,Image 40
2025-08-14,Ad - AEF FB RM Image 11 - V14,1.21,,78,2.0,,,,,,https://www.facebook.com/?feed_demo_ad=120233317704090595&h=AQDPTvytQUatuxLnL9A,2025-08-14,2025-08-14,AEF,Image,14,Image 11
2025-08-14,Ad - AEF FB Video 87 V1,1.12,,21,,3.0,,2.0,,19.0,https://www.facebook.com/?feed_demo_ad=120232557465540595&h=AQDDqzi-r0_WpjWxK5A,2025-08-14,2025-08-14,AEF,Video,1,Video 87
2025-08-15,Ad - AEF FB Video 70 V1,1.1,,43,1.0,9.0,,2.0,,35.0,https://www.facebook.com/?feed_demo_ad=120218378355180595&h=AQCZhyGlmIUcjJIQFvE,2025-08-15,2025-08-15,AEF,Video,1,Video 70
2025-08-13,Ad - AEF FB Video 70 V1,0.97,,32,1.0,11.0,,4.0,2.0,30.0,https://www.facebook.com/?feed_demo_ad=120218378500480595&h=AQArBpDZmf263MgbeaA,2025-08-13,2025-08-13,AEF,Video,1,Video 70
2025-08-18,Ad - AEF FB Video 70 V1,0.97,,53,1.0,15.0,,3.0,,48.0,https://www.facebook.com/?feed_demo_ad=120218378355180595&h=AQCZhyGlmIUcjJIQFvE,2025-08-18,2025-08-18,AEF,Video,1,Video 70
2025-08-12,Ad - AEF FB Video 87 V4,0.86,,29,,8.0,,3.0,,28.0,https://www.facebook.com/?feed_demo_ad=120232557465620595&h=AQAUJZHfGQwurmCtPd8,2025-08-12,2025-08-12,AEF,Video,4,Video 87
2025-08-12,Ad - AEF FB Video 70 V1,0.86,,35,2.0,10.0,,16.0,3.0,33.0,https://www.facebook.com/?feed_demo_ad=120218378500480595&h=AQArBpDZmf263MgbeaA,2025-08-12,2025-08-12,AEF,Video,1,Video 70
2025-08-18,Ad - AEF FB Video 87 V4,0.81,,20,1.0,4.0,,3.0,,20.0,https://www.facebook.com/?feed_demo_ad=120232557465620595&h=AQAUJZHfGQwurmCtPd8,2025-08-18,2025-08-18,AEF,Video,4,Video 87
2025-08-14,Ad - AEF FB Video 70 V1,0.8,,13,,4.0,,8.0,1.0,13.0,https://www.facebook.com/?feed_demo_ad=120218378500480595&h=AQArBpDZmf263MgbeaA,2025-08-14,2025-08-14,AEF,Video,1,Video 70
2025-08-14,Ad - AEF FB Video 90 V1,0.73,,48,,7.0,,1.0,,41.0,https://www.facebook.com/?feed_demo_ad=120235675212980595&h=AQDKdXu2oESod5ZLtZk,2025-08-14,2025-08-14,AEF,Video,1,Video 90
2025-08-13,Ad - AEF FB Video 87 V4,0.55,,19,1.0,4.0,,4.0,,16.0,https://www.facebook.com/?feed_demo_ad=120232557465620595&h=AQAUJZHfGQwurmCtPd8,2025-08-13,2025-08-13,AEF,Video,4,Video 87
2025-08-12,Ad - AEF FB Image 61 - V14,0.49,,11,,,,,,,https://www.facebook.com/?feed_demo_ad=120230579213360595&h=AQAWSvcN5Ga4CIfGrIo,2025-08-12,2025-08-12,AEF,Image,14,Image 61
2025-08-14,Ad - AEF FB Video 70 V1,0.45,,24,1.0,10.0,,5.0,2.0,24.0,https://www.facebook.com/?feed_demo_ad=120218378355180595&h=AQCZhyGlmIUcjJIQFvE,2025-08-14,2025-08-14,AEF,Video,1,Video 70
2025-08-18,Ad - AEF FB Image 75 - V14,0.42,,30,,,,,,,https://www.facebook.com/?feed_demo_ad=120233942123670595&h=AQD8VqDqbre6fyPQtOc,2025-08-18,2025-08-18,AEF,Image,14,Image 75
2025-08-13,Ad - AEF FB Video 90 V2,0.35,,19,,4.0,,1.0,,16.0,https://www.facebook.com/?feed_demo_ad=120235675213020595&h=AQCHJEbVVrrxUIMj1dA,2025-08-13,2025-08-13,AEF,Video,2,Video 90
2025-08-15,Ad - AEF FB Video 90 V2,0.33,,14,1.0,5.0,,11.0,1.0,14.0,https://www.facebook.com/?feed_demo_ad=120235675213020595&h=AQCHJEbVVrrxUIMj1dA,2025-08-15,2025-08-15,AEF,Video,2,Video 90
2025-08-18,Ad - AEF FB Image 29 V14,0.33,,11,,,,,,,https://www.facebook.com/?feed_demo_ad=120219387693850595&h=AQCaS1WJhkNw2LaqmR8,2025-08-18,2025-08-18,AEF,Image,14,Image 29
2025-08-12,Ad - AEF FB Video 79 V5,0.3,,8,,1.0,,2.0,,6.0,https://www.facebook.com/?feed_demo_ad=120223039884670595&h=AQBYMcDRRBGPirsdwas,2025-08-12,2025-08-12,AEF,Video,5,Video 79
2025-08-18,Ad - AEF FB Video 79 V5,0.3,,16,,1.0,,7.0,1.0,14.0,https://www.facebook.com/?feed_demo_ad=120223039884670595&h=AQBYMcDRRBGPirsdwas,2025-08-18,2025-08-18,AEF,Video,5,Video 79
2025-08-14,Ad - AEF FB Video 87 V4,0.29,,11,,2.0,,3.0,,9.0,https://www.facebook.com/?feed_demo_ad=120232557465620595&h=AQAUJZHfGQwurmCtPd8,2025-08-14,2025-08-14,AEF,Video,4,Video 87
2025-08-18,Ad - AEF FB Image 73 - V14,0.28,,16,,,,,,,https://www.facebook.com/?feed_demo_ad=120232562389270595&h=AQCO16OjM7Q793IJmr0,2025-08-18,2025-08-18,AEF,Image,14,Image 73
2025-08-14,Ad - AEF FB Image 61 - V14,0.23,,3,,,,,,,https://www.facebook.com/?feed_demo_ad=120230579213360595&h=AQAWSvcN5Ga4CIfGrIo,2025-08-14,2025-08-14,AEF,Image,14,Image 61
2025-08-14,Ad - AEF FB Video 79 V5,0.19,,1,,,,2.0,,1.0,https://www.facebook.com/?feed_demo_ad=120223039884670595&h=AQBYMcDRRBGPirsdwas,2025-08-14,2025-08-14,AEF,Video,5,Video 79
2025-08-18,Ad - AEF FB Image 28 V3,0.17,,17,1.0,,,,,,https://www.facebook.com/?feed_demo_ad=120219387669950595&h=AQBir8NbD2xP_ea4qOg,2025-08-18,2025-08-18,AEF,Image,3,Image 28
2025-08-12,Ad - AEF FB Image 30 V15,0.15,,4,,,,,,,https://www.facebook.com/?feed_demo_ad=120220381548630595&h=AQD8a15ABHZCupUnGpQ,2025-08-12,2025-08-12,AEF,Image,15,Image 30
2025-08-18,Ad - AEF FB Video 70 V1,0.13,,7,,1.0,,2.0,,5.0,https://www.facebook.com/?feed_demo_ad=120218378500480595&h=AQArBpDZmf263MgbeaA,2025-08-18,2025-08-18,AEF,Video,1,Video 70
2025-08-14,Ad - AEF FB Image 73 - V14,0.11,,3,,,,,,,https://www.facebook.com/?feed_demo_ad=120232562389270595&h=AQCO16OjM7Q793IJmr0,2025-08-14,2025-08-14,AEF,Image,14,Image 73
2025-08-18,Ad - AEF FB Video 76 V5,0.11,,5,,1.0,,1.0,,4.0,https://www.facebook.com/?feed_demo_ad=120220929939120595&h=AQBdfEz7Rr4tY53lYMk,2025-08-18,2025-08-18,AEF,Video,5,Video 76
2025-08-18,Ad - AEF FB Video 80 V5,0.11,,3,,,,2.0,,3.0,https://www.facebook.com/?feed_demo_ad=120223722078980595&h=AQCRxtI5AbtEBzpqp_4,2025-08-18,2025-08-18,AEF,Video,5,Video 80
2025-08-18,Ad - AEF FB Image 61 - V14,0.1,,3,,,,,,,https://www.facebook.com/?feed_demo_ad=120230579213360595&h=AQAWSvcN5Ga4CIfGrIo,2025-08-18,2025-08-18,AEF,Image,14,Image 61
2025-08-13,Ad - AEF FB Video 76 V5,0.1,,2,,1.0,,3.0,,2.0,https://www.facebook.com/?feed_demo_ad=120220929939120595&h=AQBdfEz7Rr4tY53lYMk,2025-08-13,2025-08-13,AEF,Video,5,Video 76
2025-08-14,Ad - AEF FB Video 89 V00,0.1,,2,,2.0,,4.0,,2.0,https://www.facebook.com/?feed_demo_ad=120234565341150595&h=AQBu-EHg1SGSJAdmBMc,2025-08-14,2025-08-14,AEF,Video,00,Video 89
2025-08-18,Ad - AEF FB Image 30 V15,0.09,,13,,,,,,,https://www.facebook.com/?feed_demo_ad=120220381548630595&h=AQD8a15ABHZCupUnGpQ,2025-08-18,2025-08-18,AEF,Image,15,Image 30
2025-08-15,Ad - AEF FB Video 87 V4,0.09,,8,,2.0,,3.0,,6.0,https://www.facebook.com/?feed_demo_ad=120232557465620595&h=AQAUJZHfGQwurmCtPd8,2025-08-15,2025-08-15,AEF,Video,4,Video 87
