Day,Ad name,Amount spent (USD),Results,Impressions,Link clicks,3-second video plays,Purchases conversion value,Video average play time,Video plays at 75%,Video plays,Preview link,Reporting starts,Reporting ends,Account Name,Creative Type,Hook,Creative Name
2025-08-12,Ad - AEF FB Video 63 V1,65.43,2.0,1277,17.0,307.0,9.55,3.0,19.0,1085.0,https://www.facebook.com/?feed_demo_ad=120217134252620595&h=AQDTmFw6bXiYzevWddI,2025-08-12,2025-08-12,AEF,Video,1,Video 63
2025-08-18,Ad - AEF FB Video 90 V2,65.34,9.0,2864,38.0,633.0,247.85,3.0,51.0,2790.0,https://www.facebook.com/?feed_demo_ad=120235674504240595&h=AQCdDcTV7XzEAkq3Yno,2025-08-18,2025-08-18,AEF,Video,2,Video 90
2025-08-12,Ad - AEF FB Image 62 - V21 - LP,65.21,2.0,2559,22.0,,10.0,,,,https://www.facebook.com/?feed_demo_ad=120230578950330595&h=AQDnkWCBdWQ447imtWg,2025-08-12,2025-08-12,AEF,Image,21,Image 62
2025-08-15,Ad - AEF FB Image 64 - V15,65.13,6.0,3566,34.0,,102.68,,,,https://www.facebook.com/?feed_demo_ad=120230579213450595&h=AQAWqqSY45lcKKexzSI,2025-08-15,2025-08-15,AEF,Image,15,Image 64
2025-08-15,Ad - AEF FB Video 88 V2 - LP,65.11,3.0,3582,47.0,1094.0,34.89,3.0,99.0,3134.0,https://www.facebook.com/?feed_demo_ad=120233551848620595&h=AQB3JdeupHyfQof7jxI,2025-08-15,2025-08-15,AEF,Video,2,Video 88
2025-08-18,Ad - AEF FB RM Image 3 - V21 - WE,65.11,2.0,2914,34.0,,15.74,,,,https://www.facebook.com/?feed_demo_ad=120224469891540595&h=AQAFY4h_Kd34-IN5lQY,2025-08-18,2025-08-18,AEF,Image,21,Image 3
2025-08-18,Ad - AEF FB Video 77 V5,64.97,4.0,1806,61.0,402.0,60.41,3.0,52.0,1615.0,https://www.facebook.com/?feed_demo_ad=120235518283550595&h=AQCyDBjJDENVzTvEEao,2025-08-18,2025-08-18,AEF,Video,5,Video 77
2025-08-13,Ad - AEF FB Video 67 V1,64.94,1.0,2786,22.0,645.0,4.2,3.0,22.0,2268.0,https://www.facebook.com/?feed_demo_ad=120217727209830595&h=AQCxlzRPcOlV0KViVKc,2025-08-13,2025-08-13,AEF,Video,1,Video 67
2025-08-12,Ad - AEF FB Video 64 V002,64.93,2.0,1932,26.0,761.0,81.31,5.0,41.0,1895.0,https://www.facebook.com/?feed_demo_ad=120217316985460595&h=AQCA9lFUQtFb2cPYSrw,2025-08-12,2025-08-12,AEF,Video,002,Video 64
2025-08-14,Ad - AEF FB Video 60 V3,64.93,1.0,1846,22.0,286.0,5.46,3.0,26.0,1143.0,https://www.facebook.com/?feed_demo_ad=120216561636830595&h=AQDN0ytpjGJ9qI6gQGg,2025-08-14,2025-08-14,AEF,Video,3,Video 60
2025-08-13,Ad - AEF FB Video 85 V4 - LP,64.86,,2265,10.0,526.0,,3.0,32.0,2007.0,https://www.facebook.com/?feed_demo_ad=120230994117420595&h=AQCazFTTPVkyehHdI3A,2025-08-13,2025-08-13,AEF,Video,4,Video 85
2025-08-17,Ad - AEF FB Video 46 V3 - RE 5 - WE,64.67,1.0,2313,29.0,537.0,7.2,3.0,66.0,1922.0,https://www.facebook.com/?feed_demo_ad=120213026503340595&h=AQBqLkA_DNp_yNcyBSI,2025-08-17,2025-08-17,AEF,Video,3,Video 46
2025-08-13,Ad - AEF FB Video 89 V1,64.58,2.0,1684,23.0,303.0,19.95,3.0,18.0,1447.0,https://www.facebook.com/?feed_demo_ad=120234562082540595&h=AQB4iXed9anANNBI9zc,2025-08-13,2025-08-13,AEF,Video,1,Video 89
2025-08-13,Ad - AEF FB Image 68 - V21,64.45,4.0,2425,43.0,,29.23,,,,https://www.facebook.com/?feed_demo_ad=120231563760670595&h=AQAFs_BaCFrhOCe58IQ,2025-08-13,2025-08-13,AEF,Image,21,Image 68
2025-08-18,Ad - AEF FB Video 60 V3,64.33,1.0,1921,26.0,475.0,37.3,3.0,35.0,1728.0,https://www.facebook.com/?feed_demo_ad=120216561780290595&h=AQAWD2BWjE9fo7Yj6V8,2025-08-18,2025-08-18,AEF,Video,3,Video 60
2025-08-15,Ad - AEF FB Video 68 V1,64.31,7.0,1653,70.0,400.0,358.48,4.0,53.0,1294.0,https://www.facebook.com/?feed_demo_ad=120235518283470595&h=AQCWtniAZf0jlyVa1cs,2025-08-15,2025-08-15,AEF,Video,1,Video 68
2025-08-13,Ad - AEF FB Video 67 V003 - WE,64.27,1.0,2567,12.0,344.0,5.0,3.0,18.0,1575.0,https://www.facebook.com/?feed_demo_ad=120217727159680595&h=AQB4mg2sCd4jQrl97ZA,2025-08-13,2025-08-13,AEF,Video,003,Video 67
2025-08-12,Ad - AEF FB Image 70 - V15 - LP,64.19,,3725,26.0,,,,,,https://www.facebook.com/?feed_demo_ad=120232557794060595&h=AQC3Onsf4ilKQgJmaRk,2025-08-12,2025-08-12,AEF,Image,15,Image 70
2025-08-18,Ad - AEF FB Image 78 - V23,63.98,1.0,3286,45.0,,33.31,,,,https://www.facebook.com/?feed_demo_ad=120233942123650595&h=AQDjm98ZvUGi3DgzMiU,2025-08-18,2025-08-18,AEF,Image,23,Image 78
2025-08-12,Ad - AEF FB Video 54 V3 - RE 3,63.93,8.0,3059,105.0,611.0,77.89,3.0,217.0,2994.0,https://www.facebook.com/?feed_demo_ad=120235518283460595&h=AQBSWB9slAMv1i1ZMD8,2025-08-12,2025-08-12,AEF,Video,3,Video 54
2025-08-13,Ad - AEF FB Video 77 V5,63.79,6.0,2298,29.0,629.0,32.3,4.0,104.0,2252.0,https://www.facebook.com/?feed_demo_ad=120221877843150595&h=AQDuUKvFswVD-IgGSBE,2025-08-13,2025-08-13,AEF,Video,5,Video 77
2025-08-12,Ad - AEF FB Video 86 V2,63.79,3.0,2573,31.0,596.0,33.0,3.0,67.0,2294.0,https://www.facebook.com/?feed_demo_ad=120232132086800595&h=AQDnZkNQqKJGV4CWry4,2025-08-12,2025-08-12,AEF,Video,2,Video 86
2025-08-15,Ad - AEF FB Video 60 V3,63.75,3.0,1793,25.0,440.0,79.8,3.0,27.0,1602.0,https://www.facebook.com/?feed_demo_ad=120216561780290595&h=AQAWD2BWjE9fo7Yj6V8,2025-08-15,2025-08-15,AEF,Video,3,Video 60
2025-08-16,Ad - AEF FB Video 67 V2 - WE,63.69,5.0,2889,24.0,779.0,141.14,3.0,23.0,2513.0,https://www.facebook.com/?feed_demo_ad=120217727209840595&h=AQA6puOn_TibnfRl154,2025-08-16,2025-08-16,AEF,Video,2,Video 67
2025-08-17,Ad - AEF FB Video 83 V5 - WE,63.49,2.0,2180,21.0,440.0,21.0,3.0,41.0,1991.0,https://www.facebook.com/?feed_demo_ad=120229565584280595&h=AQBiQDKT3zu-Z7m4Dww,2025-08-17,2025-08-17,AEF,Video,5,Video 83
2025-08-16,Ad - AEF FB Video 77 V2 - WE,63.31,1.0,2897,46.0,785.0,4.05,4.0,94.0,2805.0,https://www.facebook.com/?feed_demo_ad=120221877835340595&h=AQC5RQJdPzIFo3KxUc4,2025-08-16,2025-08-16,AEF,Video,2,Video 77
2025-08-18,Ad - AEF FB Image 40 - V14,63.27,1.0,1544,23.0,,6.0,,,,https://www.facebook.com/?feed_demo_ad=120224925345120595&h=AQCAKocABZZJO2Vq5qI,2025-08-18,2025-08-18,AEF,Image,14,Image 40
2025-08-12,Ad - AEF FB Image 74 - V21,63.19,3.0,2759,42.0,,113.1,,,,https://www.facebook.com/?feed_demo_ad=120232562235850595&h=AQB2c-1iXQCXGjXClDc,2025-08-12,2025-08-12,AEF,Image,21,Image 74
2025-08-17,Ad - AEF FB Video 75 V5 - WE,63.13,2.0,2372,24.0,535.0,36.44,3.0,66.0,2271.0,https://www.facebook.com/?feed_demo_ad=120220006713230595&h=AQCXc90qhJUdsQiAwKI,2025-08-17,2025-08-17,AEF,Video,5,Video 75
2025-08-15,Ad - AEF FB Video 72 V1,63.1,2.0,1507,19.0,273.0,15.2,3.0,31.0,1226.0,https://www.facebook.com/?feed_demo_ad=120218842927580595&h=AQBL3M3946MtUnEakkA,2025-08-15,2025-08-15,AEF,Video,1,Video 72
2025-08-18,Ad - AEF FB Video 81 V5,62.81,,1894,14.0,731.0,,4.0,81.0,1818.0,https://www.facebook.com/?feed_demo_ad=120226021642580595&h=AQAIOX8YfuoDgXMJwIY,2025-08-18,2025-08-18,AEF,Video,5,Video 81
2025-08-13,Ad - AEF FB Video 75 V5 - WE,62.8,2.0,2644,19.0,566.0,43.0,3.0,67.0,2617.0,https://www.facebook.com/?feed_demo_ad=120220006713230595&h=AQCXc90qhJUdsQiAwKI,2025-08-13,2025-08-13,AEF,Video,5,Video 75
2025-08-13,Ad - AEF FB Video 81 V001,62.69,1.0,2658,27.0,650.0,3.05,3.0,59.0,2162.0,https://www.facebook.com/?feed_demo_ad=120226021274390595&h=AQCgzgjQMmyF6C-ipLw,2025-08-13,2025-08-13,AEF,Video,001,Video 81
2025-08-18,Ad - AEF FB Video 71 V2 - LP,62.59,1.0,2313,16.0,492.0,4.5,3.0,44.0,1912.0,https://www.facebook.com/?feed_demo_ad=120218713396080595&h=AQD2SHXM9MbaTX9FoDo,2025-08-18,2025-08-18,AEF,Video,2,Video 71
2025-08-12,Ad - AEF FB Image 40 - V14,62.54,2.0,985,16.0,,19.38,,,,https://www.facebook.com/?feed_demo_ad=120224925345120595&h=AQCAKocABZZJO2Vq5qI,2025-08-12,2025-08-12,AEF,Image,14,Image 40
2025-08-15,Ad - AEF FB Video 86 V1,62.32,,1699,17.0,325.0,,3.0,60.0,1435.0,https://www.facebook.com/?feed_demo_ad=120232135856280595&h=AQA8kdaF1-Yjet7It_U,2025-08-15,2025-08-15,AEF,Video,1,Video 86
2025-08-13,AEF FB Video 67 V1,62.2,2.0,1810,78.0,441.0,46.7,4.0,36.0,1454.0,https://www.facebook.com/?feed_demo_ad=120235518283560595&h=AQCXpUl1G9697L7OQMM,2025-08-13,2025-08-13,AEF,Video,1,Video 67
2025-08-18,Ad - AEF FB Video 91 V2,61.89,3.0,2725,22.0,537.0,25.0,3.0,50.0,2353.0,https://www.facebook.com/?feed_demo_ad=120236077979860595&h=AQAQ_J88yuAxOYQn05Y,2025-08-18,2025-08-18,AEF,Video,2,Video 91
2025-08-12,Ad - AEF FB Video 89 V1,61.72,3.0,1284,17.0,261.0,13.6,3.0,14.0,1098.0,https://www.facebook.com/?feed_demo_ad=120234565341080595&h=AQDEV-zAxHV9-moC56w,2025-08-12,2025-08-12,AEF,Video,1,Video 89
2025-08-15,Ad - AEF FB Image 63 - V7,61.68,2.0,1914,31.0,,21.35,,,,https://www.facebook.com/?feed_demo_ad=120230579001370595&h=AQAYrMhYKRrywI-lvzQ,2025-08-15,2025-08-15,AEF,Image,7,Image 63
2025-08-13,Ad - AEF FB Video 77 V00 - WE,61.59,2.0,2293,29.0,581.0,15.0,4.0,92.0,2270.0,https://www.facebook.com/?feed_demo_ad=120221877863120595&h=AQDl86fbESMEFA7lYwg,2025-08-13,2025-08-13,AEF,Video,00,Video 77
2025-08-17,Ad - AEF FB Video 86 V1 - WE,61.46,1.0,2057,23.0,440.0,54.8,3.0,60.0,1661.0,https://www.facebook.com/?feed_demo_ad=120232131937720595&h=AQAgKDyvRQlH5wQN_XE,2025-08-17,2025-08-17,AEF,Video,1,Video 86
2025-08-14,Ad - AEF FB Image 39 - V14,61.4,1.0,1456,22.0,,66.7,,,,https://www.facebook.com/?feed_demo_ad=120222692061430595&h=AQBBV891sVKPQ-3e5Yk,2025-08-14,2025-08-14,AEF,Image,14,Image 39
2025-08-18,Ad - AEF FB Video 64 V002,61.16,3.0,1566,18.0,591.0,32.5,4.0,33.0,1488.0,https://www.facebook.com/?feed_demo_ad=120217316621900595&h=AQCguvpi8bkTO3v2-RU,2025-08-18,2025-08-18,AEF,Video,002,Video 64
2025-08-13,Ad - AEF FB Video 78 V2,60.91,1.0,2132,21.0,528.0,5.0,3.0,25.0,1768.0,https://www.facebook.com/?feed_demo_ad=120222143339200595&h=AQCjGXMc_rFBxWVNl6I,2025-08-13,2025-08-13,AEF,Video,2,Video 78
2025-08-15,Ad - AEF FB Video 90 V00,60.9,3.0,3052,30.0,794.0,73.32,3.0,20.0,2719.0,https://www.facebook.com/?feed_demo_ad=120235674651640595&h=AQAXsTSli8jHv_rdKGo,2025-08-15,2025-08-15,AEF,Video,00,Video 90
2025-08-17,Ad - AEF FB Video 63 V1 - WE,60.78,1.0,1565,15.0,328.0,22.0,4.0,25.0,1323.0,https://www.facebook.com/?feed_demo_ad=120217134246890595&h=AQA55CfIOxz6UWYzk1c,2025-08-17,2025-08-17,AEF,Video,1,Video 63
2025-08-15,Ad - AEF FB Video 90 V2,60.73,6.0,2059,15.0,464.0,184.34,4.0,47.0,1976.0,https://www.facebook.com/?feed_demo_ad=120235674504240595&h=AQCdDcTV7XzEAkq3Yno,2025-08-15,2025-08-15,AEF,Video,2,Video 90
2025-08-13,Ad - AEF FB Video 83 V6 - WE,60.54,1.0,1668,26.0,295.0,31.5,3.0,42.0,1385.0,https://www.facebook.com/?feed_demo_ad=120229565622140595&h=AQDq-v-o1gosGEuGnfw,2025-08-13,2025-08-13,AEF,Video,6,Video 83
2025-08-15,Ad - AEF FB Video 46 V3 - RE 5 - WE,60.53,1.0,1885,23.0,450.0,24.12,3.0,48.0,1607.0,https://www.facebook.com/?feed_demo_ad=120213026503340595&h=AQBqLkA_DNp_yNcyBSI,2025-08-15,2025-08-15,AEF,Video,3,Video 46
2025-08-13,Ad - AEF FB Image 62 - V21,60.52,2.0,3183,29.0,,144.7,,,,https://www.facebook.com/?feed_demo_ad=120230579213380595&h=AQD_LhEMMTAgDJmkG_Q,2025-08-13,2025-08-13,AEF,Image,21,Image 62
2025-08-15,Ad - AEF FB Video 77 V6,60.5,2.0,2267,42.0,628.0,16.38,4.0,94.0,2235.0,https://www.facebook.com/?feed_demo_ad=120221877998030595&h=AQB0TWH2eg9CAJ35AOc,2025-08-15,2025-08-15,AEF,Video,6,Video 77
2025-08-12,Ad - AEF FB Image 76 - V18,60.4,3.0,3277,21.0,,14.15,,,,https://www.facebook.com/?feed_demo_ad=120233942123680595&h=AQAzt4gnxazvVyfXKno,2025-08-12,2025-08-12,AEF,Image,18,Image 76
2025-08-12,Ad - AEF FB Image 44 - V7,60.38,2.0,2576,25.0,,8.0,,,,https://www.facebook.com/?feed_demo_ad=120224926873810595&h=AQA3O5Um5RRj7Bx0qLc,2025-08-12,2025-08-12,AEF,Image,7,Image 44
2025-08-15,Ad - AEF FB Video 79 V2,60.33,1.0,1812,25.0,358.0,6.3,3.0,34.0,1638.0,https://www.facebook.com/?feed_demo_ad=120223039884680595&h=AQAJ1objlP2uQsKiSJ4,2025-08-15,2025-08-15,AEF,Video,2,Video 79
2025-08-15,Ad - AEF FB Image 80 - V25,60.32,2.0,2717,22.0,,8.5,,,,https://www.facebook.com/?feed_demo_ad=120235309548520595&h=AQCx5BWjTaSdiwc-tyA,2025-08-15,2025-08-15,AEF,Image,25,Image 80
2025-08-13,Ad - AEF FB Image 81 - V23,60.24,1.0,2737,22.0,,45.75,,,,https://www.facebook.com/?feed_demo_ad=120235309426970595&h=AQACgy3tv9I63aKmvoc,2025-08-13,2025-08-13,AEF,Image,23,Image 81
2025-08-13,Ad - AEF FB Video 76 V2,60.23,2.0,3433,36.0,729.0,90.16,2.0,30.0,3066.0,https://www.facebook.com/?feed_demo_ad=120220929939140595&h=AQB1Nh_9tYDMyCoJNTc,2025-08-13,2025-08-13,AEF,Video,2,Video 76
2025-08-18,Ad - AEF FB Video 67 V2,60.13,7.0,2103,44.0,507.0,126.48,3.0,28.0,1840.0,https://www.facebook.com/?feed_demo_ad=120235518283380595&h=AQBTazDB8rbcYSyCEO0,2025-08-18,2025-08-18,AEF,Video,2,Video 67
2025-08-13,Ad - AEF FB Image 74 - V21,60.05,3.0,2568,39.0,,106.29,,,,https://www.facebook.com/?feed_demo_ad=120232562235850595&h=AQB2c-1iXQCXGjXClDc,2025-08-13,2025-08-13,AEF,Image,21,Image 74
2025-08-13,Ad - AEF FB Video 69 V4,59.85,1.0,3895,24.0,687.0,4.0,2.0,20.0,3546.0,https://www.facebook.com/?feed_demo_ad=120218111813760595&h=AQC8kQcauVMnXTa5Xtc,2025-08-13,2025-08-13,AEF,Video,4,Video 69
2025-08-15,Ad - AEF FB Video 71 V2 - LP,59.78,1.0,2033,12.0,471.0,15.0,3.0,32.0,1597.0,https://www.facebook.com/?feed_demo_ad=120218713396080595&h=AQD2SHXM9MbaTX9FoDo,2025-08-15,2025-08-15,AEF,Video,2,Video 71
2025-08-12,Ad - AEF FB Image 43 - V7,59.76,2.0,2340,30.0,,8.8,,,,https://www.facebook.com/?feed_demo_ad=120224926605150595&h=AQBVwsRBXEKhijvYdSY,2025-08-12,2025-08-12,AEF,Image,7,Image 43
2025-08-17,Ad - AEF FB Image 35 V15 - WE,59.58,2.0,2202,21.0,,90.27,,,,https://www.facebook.com/?feed_demo_ad=120222691732960595&h=AQA3JjkMqSTg66tbBYk,2025-08-17,2025-08-17,AEF,Image,15,Image 35
2025-08-14,Ad - AEF FB Image 82 - V21,59.45,1.0,2759,22.0,,36.0,,,,https://www.facebook.com/?feed_demo_ad=120235309456750595&h=AQCB9YzuXjnNwoCOY_I,2025-08-14,2025-08-14,AEF,Image,21,Image 82
2025-08-12,Ad - AEF FB Video 88 V2 - LP,59.25,,2248,32.0,604.0,,3.0,72.0,2025.0,https://www.facebook.com/?feed_demo_ad=120233551848620595&h=AQB3JdeupHyfQof7jxI,2025-08-12,2025-08-12,AEF,Video,2,Video 88
2025-08-17,Ad - AEF FB Image 71 - V1 - WE,59.17,2.0,2701,8.0,,50.21,,,,https://www.facebook.com/?feed_demo_ad=120232557880880595&h=AQBLKtPuGGIRRqsje-Y,2025-08-17,2025-08-17,AEF,Image,1,Image 71
2025-08-15,Ad - AEF FB Image 68 - V21,59.12,2.0,2103,105.0,,4.0,,,,https://www.facebook.com/?feed_demo_ad=120231560097980595&h=AQAZmkRjH4SFDVHUSGM,2025-08-15,2025-08-15,AEF,Image,21,Image 68
2025-08-15,Ad - AEF FB Video 61 V3,58.98,2.0,1562,22.0,418.0,25.25,4.0,41.0,1324.0,https://www.facebook.com/?feed_demo_ad=120216796232030595&h=AQC-GtnxTdJd-QFkdT4,2025-08-15,2025-08-15,AEF,Video,3,Video 61
2025-08-15,Ad - AEF FB Video 81 V001,58.81,2.0,1305,76.0,429.0,22.5,5.0,74.0,1079.0,https://www.facebook.com/?feed_demo_ad=120235518283530595&h=AQBpJWKS7X7l8NJSpvA,2025-08-15,2025-08-15,AEF,Video,001,Video 81
2025-08-16,Ad - AEF FB Video 86 V1 - WE,58.71,1.0,2335,22.0,486.0,18.75,3.0,76.0,2284.0,https://www.facebook.com/?feed_demo_ad=120232131937720595&h=AQAgKDyvRQlH5wQN_XE,2025-08-16,2025-08-16,AEF,Video,1,Video 86
2025-08-18,Ad - AEF FB Image 81 - V23,58.61,2.0,2960,20.0,,109.89,,,,https://www.facebook.com/?feed_demo_ad=120235309426970595&h=AQACgy3tv9I63aKmvoc,2025-08-18,2025-08-18,AEF,Image,23,Image 81
2025-08-13,AEF FB Video 87 V4,58.45,3.0,1744,24.0,385.0,30.15,3.0,10.0,1529.0,https://www.facebook.com/?feed_demo_ad=120232555885320595&h=AQA_pBGKt1t5Zbu-17c,2025-08-13,2025-08-13,AEF,Video,4,Video 87
2025-08-15,Ad - AEF FB Video 86 V00,58.26,4.0,2623,20.0,535.0,64.38,3.0,102.0,2589.0,https://www.facebook.com/?feed_demo_ad=120232135856350595&h=AQBUnEKcT3ZYZNhryw0,2025-08-15,2025-08-15,AEF,Video,00,Video 86
2025-08-18,Ad - AEF FB Video 67 V2 - WE,58.13,2.0,3415,21.0,920.0,29.15,3.0,31.0,3102.0,https://www.facebook.com/?feed_demo_ad=120217727209840595&h=AQA6puOn_TibnfRl154,2025-08-18,2025-08-18,AEF,Video,2,Video 67
2025-08-12,Ad - AEF FB Video 79 V2,58.12,1.0,1695,16.0,346.0,8.0,3.0,23.0,1525.0,https://www.facebook.com/?feed_demo_ad=120223039884680595&h=AQAJ1objlP2uQsKiSJ4,2025-08-12,2025-08-12,AEF,Video,2,Video 79
2025-08-18,Ad - AEF FB Video 86 V1,58.0,2.0,2262,19.0,399.0,34.0,3.0,60.0,1916.0,https://www.facebook.com/?feed_demo_ad=120232135856280595&h=AQA8kdaF1-Yjet7It_U,2025-08-18,2025-08-18,AEF,Video,1,Video 86
2025-08-14,Ad - AEF FB Image 71 - V1 - WE,57.95,1.0,2894,17.0,,11.0,,,,https://www.facebook.com/?feed_demo_ad=120232557880880595&h=AQBLKtPuGGIRRqsje-Y,2025-08-14,2025-08-14,AEF,Image,1,Image 71
2025-08-13,Ad - AEF FB Image 79 - V24,57.72,5.0,2714,22.0,,115.0,,,,https://www.facebook.com/?feed_demo_ad=120233906697390595&h=AQAOKByWnyYpCOXaojk,2025-08-13,2025-08-13,AEF,Image,24,Image 79
2025-08-13,Ad - AEF FB Video 70 V4,57.69,3.0,2238,34.0,626.0,30.05,3.0,57.0,2100.0,https://www.facebook.com/?feed_demo_ad=120218378500490595&h=AQB_BD6mfLMGB66w3B4,2025-08-13,2025-08-13,AEF,Video,4,Video 70
2025-08-15,Ad - AEF FB Video 89 V2,57.59,2.0,2162,23.0,365.0,15.0,3.0,9.0,1439.0,https://www.facebook.com/?feed_demo_ad=120234562523740595&h=AQBjUeIPgKhJWAvWvYQ,2025-08-15,2025-08-15,AEF,Video,2,Video 89
2025-08-16,Ad - AEF FB Video 89 V5 - WE,57.52,2.0,2227,24.0,480.0,101.49,3.0,20.0,1893.0,https://www.facebook.com/?feed_demo_ad=120234564705200595&h=AQAke2t-af3IlXZrL0M,2025-08-16,2025-08-16,AEF,Video,5,Video 89
2025-08-12,Ad - AEF FB Image 68 - V21,57.49,5.0,2186,122.0,,3.0,,,,https://www.facebook.com/?feed_demo_ad=120231560097980595&h=AQAZmkRjH4SFDVHUSGM,2025-08-12,2025-08-12,AEF,Image,21,Image 68
2025-08-13,Ad - AEF FB Image 82 - V21,57.44,2.0,2553,18.0,,36.0,,,,https://www.facebook.com/?feed_demo_ad=120235309456750595&h=AQCB9YzuXjnNwoCOY_I,2025-08-13,2025-08-13,AEF,Image,21,Image 82
2025-08-15,Ad - AEF FB Video 89 V5 - WE,57.41,1.0,2305,27.0,460.0,35.27,3.0,18.0,1877.0,https://www.facebook.com/?feed_demo_ad=120234564705200595&h=AQAke2t-af3IlXZrL0M,2025-08-15,2025-08-15,AEF,Video,5,Video 89
2025-08-13,Ad - AEF FB Video 67 V2,57.38,1.0,2153,63.0,535.0,3.9,4.0,39.0,1850.0,https://www.facebook.com/?feed_demo_ad=120235518283380595&h=AQBTazDB8rbcYSyCEO0,2025-08-13,2025-08-13,AEF,Video,2,Video 67
2025-08-12,Ad - AEF FB Video 86 V6,57.38,5.0,2309,29.0,465.0,30.61,3.0,86.0,2271.0,https://www.facebook.com/?feed_demo_ad=120232135856370595&h=AQAXj4fiWqItRgoskkw,2025-08-12,2025-08-12,AEF,Video,6,Video 86
2025-08-15,Ad - AEF FB Image 54 - V21,57.35,2.0,2031,70.0,,5.0,,,,https://www.facebook.com/?feed_demo_ad=120235518283450595&h=AQAYj7coL0OjzvC7X2k,2025-08-15,2025-08-15,AEF,Image,21,Image 54
2025-08-14,Ad - AEF FB Image 68 - V21,57.33,,2345,32.0,,,,,,https://www.facebook.com/?feed_demo_ad=120231563760670595&h=AQAFs_BaCFrhOCe58IQ,2025-08-14,2025-08-14,AEF,Image,21,Image 68
2025-08-15,Ad - AEF FB Video 67 V2,57.19,2.0,2001,32.0,452.0,10.1,3.0,22.0,1796.0,https://www.facebook.com/?feed_demo_ad=120235518283380595&h=AQBTazDB8rbcYSyCEO0,2025-08-15,2025-08-15,AEF,Video,2,Video 67
2025-08-14,Ad - AEF FB Video 71 V2 - LP,57.06,1.0,2011,15.0,430.0,4.0,3.0,21.0,1661.0,https://www.facebook.com/?feed_demo_ad=120218713396080595&h=AQD2SHXM9MbaTX9FoDo,2025-08-14,2025-08-14,AEF,Video,2,Video 71
2025-08-18,Ad - AEF FB Image 80 - V25,57.05,4.0,2864,26.0,,52.0,,,,https://www.facebook.com/?feed_demo_ad=120235309305470595&h=AQA2WTLxMso4heA3tio,2025-08-18,2025-08-18,AEF,Image,25,Image 80
2025-08-14,Ad - AEF FB Image 77 - V21,57.05,1.0,2874,18.0,,4.0,,,,https://www.facebook.com/?feed_demo_ad=120233906689520595&h=AQBRnqdeQ3oE9asZDBY,2025-08-14,2025-08-14,AEF,Image,21,Image 77
2025-08-12,Ad - AEF FB Video 63 V1 - WE,57.02,3.0,1549,22.0,340.0,24.06,3.0,21.0,1305.0,https://www.facebook.com/?feed_demo_ad=120217134246890595&h=AQA55CfIOxz6UWYzk1c,2025-08-12,2025-08-12,AEF,Video,1,Video 63
2025-08-14,Ad - AEF FB Video 72 V2,56.99,2.0,2127,22.0,537.0,83.96,3.0,26.0,1894.0,https://www.facebook.com/?feed_demo_ad=120218842898410595&h=AQButUocVOBessrJcWo,2025-08-14,2025-08-14,AEF,Video,2,Video 72
2025-08-15,Ad - AEF FB Video 75 V5,56.98,,1745,55.0,412.0,,3.0,53.0,1653.0,https://www.facebook.com/?feed_demo_ad=120235518283570595&h=AQBbx8Lz2kKCmJDQZww,2025-08-15,2025-08-15,AEF,Video,5,Video 75
2025-08-13,Ad - AEF FB Image 64 - V15,56.92,1.0,3579,24.0,,4.0,,,,https://www.facebook.com/?feed_demo_ad=120230579213450595&h=AQAWqqSY45lcKKexzSI,2025-08-13,2025-08-13,AEF,Image,15,Image 64
2025-08-13,AEF FB Video 89 V00,56.88,2.0,1499,23.0,242.0,56.14,3.0,28.0,1312.0,https://www.facebook.com/?feed_demo_ad=120234563343410595&h=AQDF73taeb3uIRUS8pU,2025-08-13,2025-08-13,AEF,Video,00,Video 89
2025-08-15,Ad - AEF FB Image 79 - V24,56.58,1.0,2553,16.0,,6.0,,,,https://www.facebook.com/?feed_demo_ad=120233906697390595&h=AQAOKByWnyYpCOXaojk,2025-08-15,2025-08-15,AEF,Image,24,Image 79
2025-08-13,Ad - AEF FB Video 75 V5,56.46,,1839,14.0,408.0,,3.0,45.0,1818.0,https://www.facebook.com/?feed_demo_ad=120220006878800595&h=AQCNpeH8vVlQ-eIEgCs,2025-08-13,2025-08-13,AEF,Video,5,Video 75
2025-08-15,Ad - AEF FB Video 90 V3,56.22,2.0,2019,31.0,637.0,24.31,3.0,20.0,1826.0,https://www.facebook.com/?feed_demo_ad=120235674552490595&h=AQCteg39MR_eIsjSPt4,2025-08-15,2025-08-15,AEF,Video,3,Video 90
2025-08-12,Ad - AEF FB Image 54 - V21,56.16,3.0,2082,76.0,,6.0,,,,https://www.facebook.com/?feed_demo_ad=120235518283450595&h=AQAYj7coL0OjzvC7X2k,2025-08-12,2025-08-12,AEF,Image,21,Image 54
2025-08-12,Ad - AEF FB Video 89 V6,56.16,2.0,2355,24.0,673.0,21.01,3.0,23.0,2038.0,https://www.facebook.com/?feed_demo_ad=120234563604310595&h=AQBddsitMv4KlXhJNHk,2025-08-12,2025-08-12,AEF,Video,6,Video 89
2025-08-13,Ad - AEF FB Video 88 V2,55.92,2.0,2730,32.0,521.0,34.82,2.0,82.0,2628.0,https://www.facebook.com/?feed_demo_ad=120233552445560595&h=AQDIVHXI_VqvmqxKzAU,2025-08-13,2025-08-13,AEF,Video,2,Video 88
