Day,"Ad name","Amount spent (USD)","Result type",Results,Impressions,"Link clicks","3-second video plays","Purchases conversion value","Video average play time","Video plays at 75%","Video plays","Preview link","Reporting starts","Reporting ends"
2025-08-14,"Ad - FLD FB Video 43 - V2",38.1,"Website purchases",2,1441,21,294,31,3,16,1225,https://www.facebook.com/?feed_demo_ad=120233545648170204&h=AQDKjKXXuy_C94zYnpM,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 27 - V21",0.12,,,4,,,,,,,https://www.facebook.com/?feed_demo_ad=120233968785980204&h=AQDeBBvChcb02kwvLJY,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 29 - V4",74.06,"Website purchases",5,1646,23,,31.86,,,,https://www.facebook.com/?feed_demo_ad=120233968698080204&h=AQA7HbjZBDQUUxgzTA4,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 27 - V21",74.72,"Website purchases",5,2801,50,,60.99,,,,https://www.facebook.com/?feed_demo_ad=120233968673610204&h=AQDI5xeGwmEN9LLDyNE,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 25 - V14",64.95,"Website purchases",1,1249,20,,42.9,,,,https://www.facebook.com/?feed_demo_ad=120233968625430204&h=AQA0x07QL6TnEoTNlkg,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 28 - V4",52.57,"Website purchases",3,1172,24,,7.1,,,,https://www.facebook.com/?feed_demo_ad=120233968684660204&h=AQAwsKPnUgErPX0t0-8,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 28 - V4",40.26,"Website purchases",1,844,19,,3.5,,,,https://www.facebook.com/?feed_demo_ad=120233968785970204&h=AQAUruqGNtsN8-Psaq4,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 29 - V4",0.15,,,9,,,,,,,https://www.facebook.com/?feed_demo_ad=120233968785950204&h=AQB3Aoc7aTdzpPosE9o,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 26 - V1",0.14,,,13,1,,,,,,https://www.facebook.com/?feed_demo_ad=120233968785960204&h=AQAMl7ZHjOR8dMDhtXY,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 25 - V14",0.64,,,7,,,,,,,https://www.facebook.com/?feed_demo_ad=120233968786000204&h=AQA0W0ch9WwCs4Vqp5w,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 43 - V1",53.98,"Website purchases",1,1932,19,327,3.3,2,7,1544,https://www.facebook.com/?feed_demo_ad=120233543889860204&h=AQD0jU0ia780xf9M2zc,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 43 - V2",39.25,,,1632,12,285,,3,17,1218,https://www.facebook.com/?feed_demo_ad=120233544128650204&h=AQB6uI26jIcSVf2ySjs,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 81 - V1",0.04,,,2,,,,2,,1,https://www.facebook.com/?feed_demo_ad=120232861941780204&h=AQACDzvmrpo969ojZtc,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 70 - V5 - WE",31.47,,,1328,12,170,,3,16,852,https://www.facebook.com/?feed_demo_ad=120221376699170204&h=AQCfHih6xPqi9cnlinE,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 45  - V1 - T2 - P2 - G2 - RE 4",0.17,,,2,1,1,,6,,1,https://www.facebook.com/?feed_demo_ad=120212664162960204&h=AQBDActLaRDuMl9c2ds,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 74 - V4",65.71,"Website purchases",3,1269,34,358,47.94,4,44,1025,https://www.facebook.com/?feed_demo_ad=120224918634620204&h=AQCe6_OHuOmUAwLXlLI,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 74 - V1 - WE",28.98,"Website purchases",1,1475,8,277,5,2,15,1240,https://www.facebook.com/?feed_demo_ad=120224918972150204&h=AQCKAaJVABaSse3TGdQ,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 74 - V1",0.61,,,20,1,4,,4,1,15,https://www.facebook.com/?feed_demo_ad=120224919493180204&h=AQAk9JCwfWoScb0svGw,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 10 - V1 - WE",81.91,"Website purchases",6,3483,33,,78.45,,,,https://www.facebook.com/?feed_demo_ad=120226410461750204&h=AQBhMxkjPzmqdWbHhV4,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 11 - V5",130.19,"Website purchases",9,4904,54,,122.36,,,,https://www.facebook.com/?feed_demo_ad=120226410648190204&h=AQA66yiVRcy1W288Mwo,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 16 - V4",129.99,"Website purchases",6,3827,33,,338.27,,,,https://www.facebook.com/?feed_demo_ad=120227228100170204&h=AQBVsTjfmhgQJ_n80cE,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 52 - TT0183 - S1 - V2 - T2 - P3",0.02,,,1,,,,2,,1,https://www.facebook.com/?feed_demo_ad=120215620702030204&h=AQDUWQWbcdqM9YzYAbk,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 26 - S1 - V0 - T2 - G2",2.03,,,66,1,13,,3,,49,https://www.facebook.com/?feed_demo_ad=120213533245330204&h=AQDpupJuMWlo7ZUTJwY,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 26 - S1 - V1 - T2 - G2",1.34,,,37,,5,,2,,31,https://www.facebook.com/?feed_demo_ad=120213533398710204&h=AQB7DmsdvVbCZ3n9I-Q,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 52 - TT0183 - S1 - V003 - T2 - P3",77.67,"Website purchases",3,3449,25,1126,120.67,4,81,3376,https://www.facebook.com/?feed_demo_ad=120215620702010204&h=AQCHAQvz4Nbfbc9XvdY,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 73 - V1",0,,,1,,,,0,,1,https://www.facebook.com/?feed_demo_ad=120224475419550204&h=AQC7apAmw10jyUCGiXM,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 45 - V1 - T2 - P2 - G2",23.84,"Website purchases",1,397,7,69,24,3,7,310,https://www.facebook.com/?feed_demo_ad=120213842784500204&h=AQBDmHCKMnhf6qUU9D0,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 49 - S1 - V3 - T2 - P3 - G2",50.4,"Website purchases",1,2266,20,683,3.5,3,42,2215,https://www.facebook.com/?feed_demo_ad=120215074906230204&h=AQAIt2_F1-Cugi46eqw,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 56 - S1 - V1",0.01,,,1,,1,,3,,1,https://www.facebook.com/?feed_demo_ad=120216355025500204&h=AQCVPkRBw4bha4e8ssQ,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 55 - S1 - V2",11.04,,,686,2,129,,2,14,674,https://www.facebook.com/?feed_demo_ad=120216076678790204&h=AQBapu3QwpDJxoQnSMU,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 55 - S1 - V1",33.56,"Website purchases",2,2047,15,407,32.25,3,49,2019,https://www.facebook.com/?feed_demo_ad=120216076617890204&h=AQCQtaruewNIx0YbjiQ,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 54 - S1 - V1",0.98,,,16,1,2,,4,1,13,https://www.facebook.com/?feed_demo_ad=120216018788150204&h=AQBRJE6_jWQUG7IoVA4,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 55 - S1 - V1",28.32,,,1503,6,307,,2,33,1481,https://www.facebook.com/?feed_demo_ad=120216076678810204&h=AQD35YIdMrehE66xLMI,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 71 - V1",0.13,,,7,,1,,8,1,6,https://www.facebook.com/?feed_demo_ad=120222564938810204&h=AQBSHfXvOgdvD5uYHqI,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 55 - S1 - V2",27.61,"Website purchases",2,1428,15,276,12.4,2,21,1400,https://www.facebook.com/?feed_demo_ad=120216076617910204&h=AQD0dDXRQeG_jnwLqig,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 74 - V1 - WE",78.28,"Website purchases",2,2370,20,386,11.75,2,18,2027,https://www.facebook.com/?feed_demo_ad=120224915994480204&h=AQDNCeIQkhtCASJuyXI,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 73 - V4",30.94,,,1076,12,192,,3,16,827,https://www.facebook.com/?feed_demo_ad=120224473761860204&h=AQD-zCclhzebcFsmdWI,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 15 - V18",23.96,"Website purchases",2,451,9,,20,,,,https://www.facebook.com/?feed_demo_ad=120227230508590204&h=AQCs5j8xnwhfom4Drls,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 55 - S1 - V003",24.01,,,1286,7,241,,2,23,1256,https://www.facebook.com/?feed_demo_ad=120216076617880204&h=AQDBwmgpxWl-r6u-rsk,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 24 - V4",25.23,,,664,12,,,,,,https://www.facebook.com/?feed_demo_ad=120232862168810204&h=AQD2x0R-WXeLLb0Vbis,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 39 - S1 - V3 - T1 - G1",0.57,,,27,,7,,3,,26,https://www.facebook.com/?feed_demo_ad=120211982605890204&h=AQCvsghnEszSoWcDX_o,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 31 - S1 - V1 - T1 - G1 - RE 2",4.11,,,110,1,24,,3,,91,https://www.facebook.com/?feed_demo_ad=120211983004310204&h=AQBEkNIyb0o2klwgWko,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 41 - S1 - V2 - T2 - G2 - RE 4",0.06,,,1,1,1,,9,,1,https://www.facebook.com/?feed_demo_ad=120212145722020204&h=AQArzrWOU_ni8j0HXDI,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 44 - V2 - T2 - P3 - G2 - RE 3",13.61,,,737,4,269,,3,6,723,https://www.facebook.com/?feed_demo_ad=120212557729060204&h=AQCeDB8m3O0sEVhvSY8,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 47 - S1 - V1 - T4 - P2 - G1",0.02,,,3,,,,2,,1,https://www.facebook.com/?feed_demo_ad=120213227820490204&h=AQAYZpXAu66A9uZH36I,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 52 - TT0183 - S1 - V1 - T2 - P3",50.87,"Website purchases",4,1615,16,321,96.5,2,16,1394,https://www.facebook.com/?feed_demo_ad=120215620701990204&h=AQDcZuHl2kLMtXwu82U,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 52 - TT0183 - S1 - V1 - T2 - P3 - WE",61.75,"Website purchases",3,2020,24,327,12.55,3,23,1262,https://www.facebook.com/?feed_demo_ad=120215621692610204&h=AQBizIoPFLdiH56E9fw,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 54 - S1 - V003",3.81,,,67,1,25,,3,1,63,https://www.facebook.com/?feed_demo_ad=120216018626370204&h=AQDpJoPLX00thE6yDrs,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 57 - V1",0.19,,,6,,2,,3,1,6,https://www.facebook.com/?feed_demo_ad=120216449414560204&h=AQADJ3njDBfGg1pp_d4,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 72 - V1",0.02,,,1,,,,2,,1,https://www.facebook.com/?feed_demo_ad=120223509498890204&h=AQDpx6EVX0zX7XaFJyY,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 60 - V1",51.94,"Website purchases",4,987,13,189,20.6,3,30,846,https://www.facebook.com/?feed_demo_ad=120217165087250204&h=AQCPrgKs98kIBJgducE,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 63 - V1",12.09,,,367,5,61,,2,3,330,https://www.facebook.com/?feed_demo_ad=120218194275950204&h=AQDC68YciyyJfgCGRP8,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 66 - V1",117.51,"Website purchases",3,2197,34,380,104.65,3,23,1785,https://www.facebook.com/?feed_demo_ad=120219938849360204&h=AQAQAOl6c93Wl6frVYA,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 68 - V1",0.06,,,1,,,,1,,1,https://www.facebook.com/?feed_demo_ad=120220658348710204&h=AQCBG0S6jE-vQZL5Vvc,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 71 - V1 - WE",95.85,"Website purchases",5,2884,41,499,165.26,3,19,2394,https://www.facebook.com/?feed_demo_ad=120222541466820204&h=AQC6ZLUaR944YnV46gc,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 71 - V5",26.55,,,613,5,136,,3,8,519,https://www.facebook.com/?feed_demo_ad=120222542251830204&h=AQB1d3yQ5GKrGadi_XA,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 72 - V1 - WE",61.99,"Website purchases",1,1339,16,209,21.16,3,9,1015,https://www.facebook.com/?feed_demo_ad=120223508459430204&h=AQCNj5O5UU5sF28d6Dk,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 72 - V2",24.26,,,927,8,161,,2,5,820,https://www.facebook.com/?feed_demo_ad=120223509072340204&h=AQCpp_bfsq-eQSBV5FU,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 72 - V5.1",58.94,"Website purchases",2,1597,37,254,8.6,3,57,1364,https://www.facebook.com/?feed_demo_ad=120223509478080204&h=AQBMADD7-SrPPZy2nO8,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 16 - V4",0.01,,,1,,,,,,,https://www.facebook.com/?feed_demo_ad=120227230508570204&h=AQAaP9V0azOPNhc2GqY,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 52 - TT0183 - S1 - V003 - T2 - P3",16.76,"Website purchases",2,705,8,227,7.5,4,15,684,https://www.facebook.com/?feed_demo_ad=120215621643490204&h=AQCkeM_7ApS6QE5pz9g,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 52 - TT0183 - S1 - V1 - T2 - P3",157.2,"Website purchases",12,3911,54,829,220.77,3,59,3381,https://www.facebook.com/?feed_demo_ad=120215621643480204&h=AQCiPtA3qypbeMEdNjc,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 47 - S1 - V1 - T4 - P2 - G1",0.91,,,28,2,6,,8,1,23,https://www.facebook.com/?feed_demo_ad=120213227820480204&h=AQC92WEJok1E1EB_xMc,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 78 - V5.1",40.23,,,970,9,149,,3,12,771,https://www.facebook.com/?feed_demo_ad=120230513868380204&h=AQA1IwIwjHIMwoEgwbo,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 78 - V4",0.08,,,1,,1,,5,,1,https://www.facebook.com/?feed_demo_ad=120230514521330204&h=AQD-WX9xaEkWdt4k_9M,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 79 - V1",97.63,"Website purchases",2,2467,23,348,115.8,2,25,1815,https://www.facebook.com/?feed_demo_ad=120230885135170204&h=AQDj80m9bfztlA-ZV38,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 79 - V2",105.37,"Website purchases",1,2099,56,423,5,5,137,1255,https://www.facebook.com/?feed_demo_ad=120230885251700204&h=AQB8FLwDPbGPHefxeaY,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 79 - V4",24.52,,,609,7,89,,3,14,393,https://www.facebook.com/?feed_demo_ad=120230885266250204&h=AQCxQVf0K25nAz5Q-8Q,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 79 - V5",62,"Website purchases",4,1213,14,201,23.5,3,27,936,https://www.facebook.com/?feed_demo_ad=120230885399220204&h=AQAY5PFZ6-atzeaSiiE,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 79 - V1",99.36,"Website purchases",3,2961,20,483,52,2,43,2527,https://www.facebook.com/?feed_demo_ad=120230885960920204&h=AQAxTOyi9L5V5ipq6u4,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 21 - V1",46.37,"Website purchases",5,2114,17,,324.61,,,,https://www.facebook.com/?feed_demo_ad=120230887397890204&h=AQB2a4YUILg0_5uCrTQ,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 21 - V1",92.59,"Website purchases",8,3549,44,,251.46,,,,https://www.facebook.com/?feed_demo_ad=120230887280470204&h=AQDlMUSZMvqEvm7mt0k,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 22 - V21",0.02,,,1,,,,,,,https://www.facebook.com/?feed_demo_ad=120230887397840204&h=AQCX8x8Xb4FW40QSdjE,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 78 - V2",27.53,,,1323,11,236,,2,10,1153,https://www.facebook.com/?feed_demo_ad=120230513479320204&h=AQD4SFpS2k_2xKf5FjI,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 10 - V1",52.79,"Website purchases",1,1878,20,,6.39,,,,https://www.facebook.com/?feed_demo_ad=120226413265330204&h=AQDHK7JuJCP0k93ppU4,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 80 - V2",128.99,"Website purchases",8,2466,73,542,117.6,4,96,1852,https://www.facebook.com/?feed_demo_ad=120232272282480204&h=AQAz7EUInhkjtDSz2vA,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 80 - V4",88.33,"Website purchases",3,2007,56,473,159.28,4,50,1631,https://www.facebook.com/?feed_demo_ad=120232272398690204&h=AQBt3VKKbhrhdHefyCM,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 80 - V5",106.46,"Website purchases",6,1805,62,369,148.48,4,57,1228,https://www.facebook.com/?feed_demo_ad=120232273198700204&h=AQBycoFqaK4sdER9fRM,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 80 - V5.1",24.11,,,443,4,76,,3,5,351,https://www.facebook.com/?feed_demo_ad=120232273297990204&h=AQBVEHq13czQe18tf3I,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 56 - S1 - V4",0,,,1,,,,3,,1,https://www.facebook.com/?feed_demo_ad=120216355025520204&h=AQCfox9Vt1X1seF0eRw,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 81 - V1",65.24,"Website purchases",3,1513,26,219,17.14,3,34,987,https://www.facebook.com/?feed_demo_ad=120232859518760204&h=AQBqSmtQ5Ei7hxTPZFM,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 81 - V2",32.81,,,1092,13,329,,4,21,901,https://www.facebook.com/?feed_demo_ad=120232860148140204&h=AQCdCRUYYq9mCvgnuYE,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 81 - V4",72.56,"Website purchases",2,1585,46,445,45.23,5,77,1309,https://www.facebook.com/?feed_demo_ad=120232860851000204&h=AQCTmfLEcLOhy1-VmZs,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 81 - V5",24.03,,,539,10,96,,3,13,433,https://www.facebook.com/?feed_demo_ad=120232861242980204&h=AQDOnsSuTK0gDreq7w8,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 78 - V4",32.65,,,1277,10,251,,2,9,1115,https://www.facebook.com/?feed_demo_ad=120230513701610204&h=AQDKKc1nxHfpXRptc60,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 80 - V1",104.84,"Website purchases",4,2234,26,383,146.5,2,19,1872,https://www.facebook.com/?feed_demo_ad=120232272175100204&h=AQAjArQry5PEgKzfsBA,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 77 - V5.1",0.02,,,1,,,,2,,1,https://www.facebook.com/?feed_demo_ad=120229772645460204&h=AQAAf82khUf5mkXuvOw,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 60 - V1",22.7,,,407,5,88,,3,11,359,https://www.facebook.com/?feed_demo_ad=120217164879990204&h=AQBE9OhPEvOp2izNqec,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Image 14 - V4",0.08,,,3,,,,,,,https://www.facebook.com/?feed_demo_ad=120227230508520204&h=AQAOyoTb8wtQI0WnITw,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 77 - V5.1",117.57,"Website purchases",6,3660,45,633,150.86,3,190,3534,https://www.facebook.com/?feed_demo_ad=120229772395960204&h=AQAgzuwIGRa7aMjQSJM,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 44 - V3 - T2 - P3 - G2 - RE 3",17.32,"Website purchases",1,608,14,213,15.75,5,13,580,https://www.facebook.com/?feed_demo_ad=120212557729020204&h=AQCpiaqYQkrZU3Z6S-I,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 59 - V1",88.11,"Website purchases",5,3774,48,1486,73.9,4,107,3624,https://www.facebook.com/?feed_demo_ad=120216976430650204&h=AQB__Uc7k0N8SYPdj_g,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 59 - V1",0.15,,,10,1,2,,3,1,10,https://www.facebook.com/?feed_demo_ad=120216976491820204&h=AQCJCCTEzfnExFwtoME,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 44 - V1 - T2 - P3 - G2",21.19,,,1012,5,397,,4,21,992,https://www.facebook.com/?feed_demo_ad=120212557729050204&h=AQBgJ9CkWylEAnAAxUQ,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 66 - V1",0.56,,,6,,3,,11,,4,https://www.facebook.com/?feed_demo_ad=120219939684450204&h=AQBiMvJFU_ISJTETLko,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 60 - V1",71.45,"Website purchases",1,1600,28,347,3.1,3,50,1357,https://www.facebook.com/?feed_demo_ad=120217163425260204&h=AQDqIvCnI8Qxc_Ck_dQ,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 59 - V4",13.74,,,693,4,286,,4,16,686,https://www.facebook.com/?feed_demo_ad=120216976461350204&h=AQB45f0LID4XY6vWEaM,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 62 - V2",0,,,1,,,,,,,https://www.facebook.com/?feed_demo_ad=120217651332160204&h=AQAs9SOyZNiyLalMR-4,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 49 - S1 - V1 - T2 - P3 - G2",16.85,"Website purchases",2,711,10,212,40.72,4,21,701,https://www.facebook.com/?feed_demo_ad=120215074906220204&h=AQAcKH5mE8rsW1Xc6UM,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 60 - V2",0.02,,,2,,,,0,,2,https://www.facebook.com/?feed_demo_ad=120217164880000204&h=AQDsgdcwRPqRhe_skjE,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 26 - S1 - V0 - T2 - G2 - RE 1",1.43,"Website purchases",1,49,,10,,6,2,44,https://www.facebook.com/?feed_demo_ad=120211962931040204&h=AQBEmAgz-toof01EEc8,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 77 - V1",124.68,"Website purchases",6,2906,38,532,69.23,3,76,2430,https://www.facebook.com/?feed_demo_ad=120229770928470204&h=AQBMlSgWjUvyyoYT6Gw,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 59 - V2",21.09,"Website purchases",1,983,10,372,250,3,24,955,https://www.facebook.com/?feed_demo_ad=120216976461390204&h=AQAg4JOpFAZ-CnBsR3o,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 61 - V1",0.14,,,1,,,,1,,1,https://www.facebook.com/?feed_demo_ad=120217366380880204&h=AQBcTS-RTDCQAO6IWOI,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 63 - V1",13.04,"Website purchases",1,473,6,77,42.03,2,3,383,https://www.facebook.com/?feed_demo_ad=120218194307430204&h=AQDp7dpqBA5omBlftiE,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 75 - V2",57.5,,,1998,45,389,,3,108,1711,https://www.facebook.com/?feed_demo_ad=120228034337440204&h=AQAtRAni6O-eHeQ0pPo,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 75 - V4",25.49,,,651,6,116,,3,34,564,https://www.facebook.com/?feed_demo_ad=120228034470950204&h=AQC6hySNeg0MhmrV5T0,2025-08-14,2025-08-14
2025-08-14,"Ad - FLD FB Video 64 - V1 - WE",227.76,"Website purchases",13,5343,89,1012,199.56,3,68,4392,https://www.facebook.com/?feed_demo_ad=120218523074390204&h=AQCEL9mA8mWxv9rKV8o,2025-08-14,2025-08-14
2025-08-13,"Ad - FLD FB Video 56 - S1 - V1",0.14,,,3,,,,1,,3,https://www.facebook.com/?feed_demo_ad=120216355067970204&h=AQCRh15shrm6x-IbZTk,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Video 55 - S1 - V2",26.63,,,1680,9,332,,2,30,1660,https://www.facebook.com/?feed_demo_ad=120216076617910204&h=AQD0dDXRQeG_jnwLqig,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Video 71 - V1",1.38,,,34,,1,,1,,27,https://www.facebook.com/?feed_demo_ad=120222564938810204&h=AQBSHfXvOgdvD5uYHqI,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Video 55 - S1 - V1",66.98,"Website purchases",2,3378,24,707,76,2,62,3299,https://www.facebook.com/?feed_demo_ad=120216076678810204&h=AQD35YIdMrehE66xLMI,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Image 9 - V1",0.18,,,8,,,,,,,https://www.facebook.com/?feed_demo_ad=120226413265350204&h=AQA86lxeFhRbkfoxFKU,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Video 56 - S1 - V1",0.06,,,2,,,,1,,2,https://www.facebook.com/?feed_demo_ad=120216355025500204&h=AQCVPkRBw4bha4e8ssQ,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Video 54 - S1 - V1",2.75,,,36,1,7,,2,,27,https://www.facebook.com/?feed_demo_ad=120216018788150204&h=AQBRJE6_jWQUG7IoVA4,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Video 55 - S1 - V1",12.29,,,662,4,124,,2,11,656,https://www.facebook.com/?feed_demo_ad=120216076617890204&h=AQCQtaruewNIx0YbjiQ,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Video 55 - S1 - V2",18.52,"Website purchases",1,1029,2,176,3.5,2,20,1006,https://www.facebook.com/?feed_demo_ad=120216076678790204&h=AQBapu3QwpDJxoQnSMU,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Video 41 - S1 - V00 - T2 - G2 - RE 3",0.04,,,2,,,,2,,2,https://www.facebook.com/?feed_demo_ad=120212145722010204&h=AQBduUPiTT2fnj0G6Mk,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Image 17 - V7",0.03,,,2,,,,,,,https://www.facebook.com/?feed_demo_ad=120227230508610204&h=AQB_Y_mbjh2A2KR3XZo,2025-08-13,2025-08-13
2025-08-13,"Ad - FLD FB Video 45 - V1 - T2 - P2 - G2",32.36,"Website purchases",8,609,18,117,465.9,3,12,458,https://www.facebook.com/?feed_demo_ad=120213842784500204&h=AQBDmHCKMnhf6qUU9D0,2025-08-13,2025-08-13
